customer_id,last_purchase,frequency,monetary,total_profit,recency_days,signup_date,region,acquisition_channel,tenure_days,annual_purchase_frequency,avg_order_value,estimated_annual_value,estimated_clv,R_score,F_score,M_score,rfm_score,customer_segment
CUST00063,2025-12-02,9,2286.65,938.88,29,2024-06-02,Central,Email,577,5.693240901213171,254.07222222222222,1446.4943674176775,2068.49,2,2,3,223,Lost Customers
CUST00064,2025-12-25,4,1110.14,460.97999999999996,6,2025-02-10,North,Email,324,4.506172839506172,277.535,1250.6206790123456,1788.39,1,4,4,144,At Risk
CUST00065,2025-07-20,4,1431.28,584.34,164,2024-06-21,Central,Organic Search,558,2.6164874551971327,357.82,936.231541218638,1338.81,4,4,4,444,Champions
CUST00066,2025-10-26,3,932.59,396.88,66,2024-05-16,West,Organic Search,594,1.8434343434343434,310.86333333333334,573.0561447811448,819.47,3,4,5,345,Needs Attention
CUST00067,2025-11-20,6,1586.2,721.23,41,2025-01-15,North,Referral,350,6.257142857142857,264.3666666666667,1654.18,2365.48,2,3,4,234,At Risk
CUST00068,2025-09-24,3,1055.04,460.44,98,2024-06-04,East,Referral,575,1.9043478260869564,351.68,669.7210434782609,957.7,3,4,4,344,Needs Attention
CUST00069,2025-11-23,7,2857.37,1107.93,38,2024-02-02,West,Referral,698,3.660458452722063,408.19571428571425,1494.1834527220628,2136.68,2,3,3,233,At Risk
CUST00070,2025-10-06,8,2848.52,973.59,86,2024-07-16,North,Organic Search,533,5.478424015009381,356.065,1950.6750469043152,2789.47,3,3,3,333,Needs Attention
CUST00071,2025-07-08,6,2553.92,1173.31,176,2024-11-30,East,Paid Search,396,5.53030303030303,425.65333333333336,2353.9919191919194,3366.21,4,3,3,433,Loyal Customers
CUST00072,2025-08-28,2,103.5,25.840000000000003,125,2024-03-20,Central,Organic Search,651,1.121351766513057,51.75,58.0299539170507,82.98,4,5,5,455,Champions
CUST00073,2025-12-23,2,389.03999999999996,203.26,8,2024-07-13,South,Direct,536,1.3619402985074627,194.51999999999998,264.9246268656716,378.84,1,5,5,155,At Risk
CUST00074,2025-10-19,11,4496.83,1546.27,73,2024-02-24,East,Direct,676,5.939349112426036,408.8027272727273,2428.0221153846155,3472.07,3,2,2,322,Needs Attention
CUST00075,2025-08-19,10,4421.02,1987.71,134,2024-10-15,East,Paid Search,442,8.2579185520362,442.10200000000003,3650.842307692308,5220.7,4,2,2,422,Potential Loyalists
CUST00077,2025-12-13,5,3169.0,1483.77,18,2024-05-18,Central,Organic Search,592,3.08277027027027,633.8,1953.859797297297,2794.02,1,4,2,142,At Risk
CUST00078,2025-02-18,2,1211.12,644.36,316,2024-04-05,West,Paid Search,635,1.1496062992125984,605.56,696.155590551181,995.5,5,5,4,554,Champions
CUST00080,2025-12-08,6,1703.01,576.45,23,2024-10-08,Central,Paid Search,449,4.877505567928731,283.835,1384.4067928730512,1979.7,2,3,4,234,At Risk
CUST00081,2025-08-27,5,1376.0500000000002,472.11,126,2025-01-29,Central,Referral,336,5.4315476190476195,275.21000000000004,1494.8162202380956,2137.59,4,4,4,444,Champions
CUST00082,2025-11-16,9,2478.49,1084.3,45,2024-07-02,South,Direct,547,6.005484460694698,275.3877777777777,1653.8370201096889,2364.99,2,2,3,223,Lost Customers
CUST00084,2025-12-19,7,1707.05,671.08,12,2024-12-15,North,Social,381,6.7060367454068235,243.8642857142857,1635.3628608923882,2338.57,1,3,4,134,At Risk
CUST00085,2024-04-10,1,101.27,57.04,630,2024-09-21,Central,Referral,466,0.7832618025751072,101.27,79.32092274678111,113.43,5,5,5,555,Champions
CUST00086,2025-12-22,6,2665.85,1026.9,9,2024-10-21,West,Direct,436,5.022935779816514,444.30833333333334,2231.7322247706425,3191.38,1,3,3,133,At Risk
CUST00087,2025-12-04,2,334.76,103.32000000000001,27,2024-02-10,West,Social,690,1.0579710144927537,167.38,177.0831884057971,253.23,2,5,5,255,At Risk
CUST00088,2024-06-12,1,83.01,31.19,567,2024-05-11,North,Paid Search,599,0.6093489148580968,83.01,50.58205342237062,72.33,5,5,5,555,Champions
CUST00089,2025-08-01,6,2520.28,1123.83,152,2024-11-18,Central,Social,408,5.367647058823529,420.0466666666667,2254.6622549019608,3224.17,4,3,3,433,Loyal Customers
CUST00090,2025-04-27,4,1077.08,429.29,248,2024-12-15,North,Paid Search,381,3.832020997375328,269.27,1031.8482939632545,1475.54,5,4,4,544,Champions
CUST00091,2025-12-09,4,1403.6299999999999,490.3,22,2024-07-01,South,Direct,548,2.6642335766423355,350.90749999999997,934.8995437956203,1336.91,2,4,4,244,At Risk
CUST00092,2025-12-24,8,2841.19,1132.75,7,2024-12-04,North,Email,392,7.448979591836735,355.14875,2645.4957908163265,3783.06,1,3,3,133,At Risk
CUST00094,2025-11-19,7,2406.02,1017.3,42,2024-06-11,North,Organic Search,568,4.498239436619718,343.71714285714285,1546.1220070422535,2210.95,2,3,3,233,At Risk
CUST00095,2025-10-23,15,7050.38,3038.3599999999997,69,2025-01-12,Central,Email,353,15.509915014164305,470.0253333333333,7290.052974504249,10424.78,3,1,1,311,Needs Attention
CUST00096,2025-07-03,5,2835.86,1192.72,181,2024-05-01,West,Direct,609,2.9967159277504107,567.172,1699.6533661740561,2430.5,4,4,3,443,Loyal Customers
CUST00097,2025-12-27,6,1502.63,754.47,4,2024-04-10,North,Social,630,3.4761904761904763,250.43833333333336,870.5713492063493,1244.92,1,3,4,134,At Risk
CUST00098,2025-09-17,5,1709.1599999999999,717.39,105,2024-10-13,North,Email,444,4.11036036036036,341.832,1405.0527027027026,2009.23,4,4,4,444,Champions
CUST00099,2025-12-12,4,1215.67,467.03000000000003,19,2024-09-24,North,Direct,463,3.1533477321814254,303.9175,958.3575593952484,1370.45,1,4,4,144,At Risk
CUST00100,2025-11-13,7,2342.2,851.94,48,2024-02-28,East,Direct,672,3.8020833333333335,334.59999999999997,1272.1770833333333,1819.21,3,3,3,333,Needs Attention
CUST00101,2025-02-13,1,327.67,170.71,321,2024-12-15,West,Paid Search,381,0.958005249343832,327.67,313.9095800524935,448.89,5,5,5,555,Champions
CUST00102,2025-10-16,5,1478.3,653.28,76,2024-03-24,South,Social,647,2.8207109737248843,295.65999999999997,833.9714064914992,1192.58,3,4,4,344,Needs Attention
CUST00103,2025-05-23,10,4051.99,1561.5700000000002,222,2024-12-04,Central,Social,392,9.311224489795919,405.19899999999996,3772.898852040816,5395.25,5,2,2,522,Potential Loyalists
CUST00104,2024-10-22,2,1169.2800000000002,573.2,435,2024-01-04,North,Referral,727,1.0041265474552958,584.6400000000001,587.0525447042643,839.49,5,5,4,554,Champions
CUST00106,2025-12-23,21,9466.74,4529.62,8,2024-11-26,Central,Paid Search,400,19.1625,450.79714285714283,8638.40025,12352.91,1,1,1,111,Lost Customers
CUST00107,2025-10-25,10,2501.34,1106.09,67,2024-11-23,West,Direct,403,9.057071960297767,250.13400000000001,2265.481637717122,3239.64,3,2,3,323,Needs Attention
CUST00108,2025-12-03,6,1201.33,488.32000000000005,28,2024-10-06,West,Direct,451,4.855875831485588,200.22166666666666,972.2515521064303,1390.32,2,3,4,234,At Risk
CUST00109,2024-07-31,2,1112.99,622.15,518,2024-07-17,Central,Direct,532,1.3721804511278195,556.495,763.6115601503759,1091.96,5,5,4,554,Champions
CUST00110,2024-12-18,8,3300.48,1506.75,378,2024-10-23,North,Direct,434,6.728110599078341,412.56,2775.7493087557605,3969.32,5,3,2,532,Loyal Customers
CUST00111,2025-07-05,3,1166.59,589.49,179,2024-04-26,North,Direct,614,1.7833876221498373,388.8633333333333,693.4940553745928,991.7,4,4,4,444,Champions
CUST00112,2025-12-23,9,3495.05,1298.25,8,2024-11-23,North,Direct,403,8.15136476426799,388.3388888888889,3165.491935483871,4526.65,1,2,2,122,Lost Customers
CUST00113,2025-05-23,10,2699.3,925.36,222,2024-08-21,East,Direct,497,7.344064386317907,269.93,1982.3832997987927,2834.81,5,2,3,523,Potential Loyalists
CUST00114,2025-04-28,7,3174.54,1376.6499999999999,247,2024-07-11,West,Social,538,4.749070631970261,453.5057142857143,2153.7306691449817,3079.83,5,3,2,532,Loyal Customers
CUST00115,2025-11-03,10,3010.24,1046.41,58,2024-07-31,West,Email,518,7.046332046332046,301.024,2121.115057915058,3033.19,3,2,2,322,Needs Attention
CUST00116,2025-04-22,3,722.6,280.46,253,2024-08-26,Central,Paid Search,492,2.225609756097561,240.86666666666667,536.0752032520326,766.59,5,4,5,545,Champions
CUST00117,2025-11-20,3,1104.43,410.49,41,2024-01-16,North,Referral,715,1.5314685314685315,368.1433333333334,563.7999300699302,806.23,2,4,4,244,At Risk
CUST00118,2025-12-27,8,1800.29,779.58,4,2024-02-28,West,Paid Search,672,4.345238095238095,225.03625,977.8360863095237,1398.31,1,3,4,134,At Risk
CUST00119,2025-07-27,5,2595.37,955.25,157,2024-04-13,North,Paid Search,627,2.9106858054226477,519.074,1510.8613237639552,2160.53,4,4,3,443,Loyal Customers
CUST00120,2025-11-18,16,4755.19,1851.24,43,2024-02-18,South,Social,682,8.563049853372434,297.199375,2544.9330645161285,3639.25,2,1,1,211,Lost Customers
CUST00121,2025-12-22,9,1939.22,708.16,9,2024-07-03,West,Email,546,6.016483516483516,215.4688888888889,1296.3650183150185,1853.8,1,2,3,123,Lost Customers
CUST00122,2025-11-30,7,3666.1,1700.3600000000001,31,2024-10-07,Central,Paid Search,450,5.677777777777777,523.7285714285714,2973.614444444444,4252.27,2,3,2,232,At Risk
CUST00123,2025-11-04,3,571.6800000000001,228.75,57,2024-10-01,East,Direct,456,2.401315789473684,190.56000000000003,457.5947368421053,654.36,3,4,5,345,Needs Attention
CUST00124,2025-03-19,7,1762.79,754.0799999999999,287,2024-07-16,North,Direct,533,4.793621013133208,251.82714285714286,1207.1638836772984,1726.24,5,3,4,534,Loyal Customers
CUST00125,2025-06-20,4,1560.72,761.72,194,2024-12-25,East,Organic Search,371,3.9353099730458223,390.18,1535.479245283019,2195.74,4,4,4,444,Champions
CUST00126,2025-10-07,10,3236.2599999999998,1382.15,85,2024-08-25,North,Organic Search,493,7.403651115618662,323.626,2396.013995943205,3426.3,3,2,2,322,Needs Attention
CUST00127,2025-12-13,2,258.16999999999996,116.2,18,2024-02-03,Central,Paid Search,697,1.0473457675753228,129.08499999999998,135.19662840746054,193.33,1,5,5,155,At Risk
CUST00128,2025-12-27,5,2343.84,995.88,4,2024-11-17,West,Direct,409,4.462102689486553,468.76800000000003,2091.690953545233,2991.12,1,4,3,143,At Risk
CUST00129,2025-11-29,8,2520.46,1011.09,32,2024-08-29,North,Direct,489,5.971370143149285,315.0575,1881.3249488752558,2690.29,2,3,3,233,At Risk
CUST00130,2025-12-21,6,3235.1400000000003,1238.96,10,2024-09-23,North,Organic Search,464,4.719827586206896,539.19,2544.8838362068964,3639.18,1,3,2,132,At Risk
CUST00131,2025-10-24,14,5618.15,2625.68,68,2024-08-25,North,Direct,493,10.365111561866126,401.2964285714285,4159.482251521297,5948.06,3,1,1,311,Needs Attention
CUST00132,2025-11-05,20,7490.88,3000.93,56,2024-08-20,Central,Organic Search,498,14.658634538152612,374.544,5490.303614457832,7851.13,3,1,1,311,Needs Attention
CUST00133,2025-07-28,8,3085.9500000000003,1216.95,156,2024-02-08,East,Email,692,4.219653179190751,385.74375000000003,1627.7048410404625,2327.62,4,3,2,432,Loyal Customers
CUST00134,2025-12-25,9,3077.75,1275.55,6,2024-08-22,West,Direct,496,6.622983870967742,341.97222222222223,2264.876512096774,3238.77,1,2,2,122,Lost Customers
CUST00135,2025-03-17,1,650.65,267.43,289,2024-11-29,West,Organic Search,397,0.9193954659949621,650.65,598.204659949622,855.43,5,5,5,555,Champions
CUST00136,2025-11-14,3,1525.75,619.52,47,2024-05-07,East,Organic Search,603,1.8159203980099503,508.5833333333333,923.5468490878939,1320.67,3,4,4,344,Needs Attention
CUST00137,2025-11-27,10,2792.63,1338.6100000000001,34,2024-09-10,North,Email,477,7.651991614255765,279.26300000000003,2136.918134171908,3055.79,2,2,3,223,Lost Customers
CUST00138,2024-03-24,1,274.73,124.59,647,2024-01-13,Central,Social,718,0.5083565459610028,274.73,139.6607938718663,199.71,5,5,5,555,Champions
CUST00139,2025-10-30,1,314.78,173.42,62,2024-05-25,South,Direct,585,0.6239316239316239,314.78,196.40119658119656,280.85,3,5,5,355,Needs Attention
CUST00140,2025-12-12,7,2705.31,1019.87,19,2024-07-02,East,Direct,547,4.670932358318099,386.47285714285715,1805.1885740402197,2581.42,1,3,3,133,At Risk
CUST00141,2025-08-27,2,387.34000000000003,189.05,126,2025-02-16,West,Organic Search,318,2.2955974842767297,193.67000000000002,444.58836477987427,635.76,4,5,5,455,Champions
CUST00142,2025-10-27,4,1282.15,464.58,65,2024-03-31,West,Organic Search,640,2.28125,320.5375,731.2261718750001,1045.65,3,4,4,344,Needs Attention
CUST00143,2025-12-14,2,307.42,118.22,17,2024-04-26,Central,Direct,614,1.1889250814332248,153.71,182.749674267101,261.33,1,5,5,155,At Risk
CUST00144,2025-12-21,11,4146.62,1724.94,10,2024-06-20,North,Paid Search,559,7.182468694096601,376.9654545454545,2707.542576028622,3871.79,1,2,2,122,Lost Customers
CUST00145,2025-04-29,5,1307.3400000000001,590.98,246,2025-02-20,East,Direct,314,5.812101910828026,261.468,1519.6786624203824,2173.14,5,4,4,544,Champions
CUST00146,2025-12-27,14,5096.38,2022.35,4,2024-12-24,South,Referral,372,13.736559139784946,364.02714285714285,5000.480376344086,7150.69,1,1,1,111,Lost Customers
CUST00147,2025-12-03,7,3528.77,1517.91,28,2024-01-15,East,Organic Search,716,3.5684357541899443,504.11,1798.884148044693,2572.4,2,3,2,232,At Risk
CUST00148,2025-12-02,4,1501.6599999999999,615.15,29,2024-04-08,North,Direct,632,2.310126582278481,375.41499999999996,867.2561708860758,1240.18,2,4,4,244,At Risk
CUST00149,2024-05-03,1,152.63,77.56,607,2024-12-11,North,Organic Search,385,0.948051948051948,152.63,144.70116883116881,206.92,5,5,5,555,Champions
CUST00150,2025-08-31,7,2128.0099999999998,898.62,122,2024-01-25,South,Email,706,3.6189801699716715,304.00142857142856,1100.1751416430595,1573.25,4,3,3,433,Loyal Customers
CUST00151,2025-03-12,3,1116.6,455.59999999999997,294,2024-12-25,South,Social,371,2.951482479784367,372.2,1098.5417789757414,1570.91,5,4,4,544,Champions
CUST00153,2025-07-08,12,4351.88,1918.3200000000002,176,2025-01-20,East,Referral,345,12.695652173913043,362.6566666666667,4604.162898550725,6583.95,4,2,2,422,Potential Loyalists
CUST00155,2025-06-28,11,4058.42,1542.71,186,2024-07-01,South,Direct,548,7.326642335766423,368.9472727272727,2703.144708029197,3865.5,4,2,2,422,Potential Loyalists
CUST00156,2025-11-29,5,2164.38,976.42,32,2024-10-05,South,Direct,452,4.037610619469026,432.87600000000003,1747.7847345132743,2499.33,2,4,3,243,At Risk
CUST00157,2025-11-21,6,2436.98,1083.49,40,2024-02-23,North,Social,677,3.2348596750369274,406.16333333333336,1313.881388478582,1878.85,2,3,3,233,At Risk
CUST00158,2025-12-22,10,2586.12,1139.54,9,2024-08-21,East,Organic Search,497,7.344064386317907,258.61199999999997,1899.2631790744463,2715.95,1,2,3,123,Lost Customers
CUST00159,2025-12-30,6,2081.66,1007.3,1,2024-07-31,South,Referral,518,4.227799227799228,346.9433333333333,1466.8067567567566,2097.53,1,3,3,133,At Risk
CUST00160,2025-10-16,7,1305.53,524.75,76,2024-11-25,North,Direct,401,6.371571072319202,186.50428571428571,1188.3253117206982,1699.31,3,3,4,334,Needs Attention
CUST00161,2025-11-17,19,5591.99,1978.98,44,2025-02-22,South,Paid Search,312,22.227564102564102,294.3152631578947,6541.911378205128,9354.93,2,1,1,211,Lost Customers
CUST00162,2025-02-26,10,2906.2,1275.07,308,2024-10-06,East,Email,451,8.093126385809313,290.62,2352.0243902439024,3363.39,5,2,3,523,Potential Loyalists
CUST00163,2025-03-13,2,468.24,175.35000000000002,293,2024-06-20,South,Email,559,1.3059033989266546,234.12,305.73810375670837,437.21,5,5,5,555,Champions
CUST00164,2025-09-28,7,1835.15,810.94,94,2024-06-19,East,Organic Search,560,4.5625,262.1642857142857,1196.1245535714286,1710.46,3,3,4,334,Needs Attention
CUST00165,2025-11-14,20,8095.8,3630.5699999999997,47,2024-06-24,East,Referral,555,13.153153153153152,404.79,5324.264864864865,7613.7,3,1,1,311,Needs Attention
CUST00166,2025-06-16,6,2541.0499999999997,1249.3600000000001,198,2024-12-07,West,Email,389,5.629820051413882,423.50833333333327,2384.2757069408735,3409.51,4,3,3,433,Loyal Customers
CUST00167,2025-11-28,7,4286.79,2018.43,33,2024-05-14,West,Direct,596,4.2869127516778525,612.3985714285715,2625.299244966443,3754.18,2,3,2,232,At Risk
CUST00168,2025-12-28,10,5198.65,2155.11,3,2024-03-11,West,Direct,660,5.53030303030303,519.865,2875.010984848485,4111.27,1,2,1,121,Lost Customers
CUST00169,2025-12-09,10,4889.05,1875.08,22,2024-05-20,South,Direct,590,6.186440677966101,488.90500000000003,3024.5817796610168,4325.15,2,2,1,221,Lost Customers
CUST00170,2025-09-26,9,1497.05,591.78,96,2024-01-10,West,Email,721,4.55617198335645,166.33888888888887,757.8685852981969,1083.75,3,2,4,324,Needs Attention
CUST00171,2025-04-24,8,3626.2000000000003,1721.7,251,2024-02-14,East,Paid Search,686,4.256559766763848,453.27500000000003,1929.3921282798835,2759.03,5,3,2,532,Loyal Customers
CUST00172,2025-12-09,5,1651.48,565.57,22,2024-02-07,South,Direct,693,2.6334776334776335,330.296,869.8271284271284,1243.85,2,4,4,244,At Risk
CUST00173,2025-12-22,3,494.68999999999994,257.28,9,2024-11-20,West,Direct,406,2.697044334975369,164.89666666666665,444.7336206896551,635.97,1,4,5,145,At Risk
CUST00174,2025-09-04,9,2924.08,1299.44,118,2024-10-30,South,Social,427,7.693208430913349,324.8977777777778,2499.5063231850118,3574.29,4,2,2,422,Potential Loyalists
